"","state","daystoelection","samplesize","sampletype","Influence","Harris","Trump","state_abbrev","dem_percent2024","rep_percent2024","ev_total","called2020","dem_percent2020","rep_percent2020","called2016","called2024"
"301","Michigan",42,789,"LV",0.0489614,0.5,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"302","Michigan",43,404,"LV",0.0370924,0.465,0.485,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"303","Michigan",45,688,"LV",0.0232166,0.47,0.465,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"304","Michigan",90,600,"LV",0,0.455,0.465,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"305","Michigan",54,905,"LV",0,0.505,0.455,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"306","Michigan",102,406,"LV",0,0.475,0.45,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"307","Michigan",63,1114,"LV",0,0.4965,0.487,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"308","Michigan",78,400,"LV",0,0.45,0.455,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"309","Michigan",50,500,"LV",0,0.476,0.454,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"310","Michigan",82,0,"LV",0,0.47,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"311","Michigan",50,800,"LV",0,0.49,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"312","Michigan",117,568,"RV",0,0.46,0.48,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"313","Michigan",74,500,"LV",0,0.47,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"314","Michigan",47,800,"LV",0,0.5,0.465,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"315","Michigan",55,580,"LV",0,0.475,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"316","Michigan",55,800,"LV",0,0.48,0.486,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"317","Michigan",72,800,"LV",0,0.512,0.476,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"318","Michigan",60,556,"LV",0,0.48,0.45,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"319","Michigan",97,600,"LV",0,0.455,0.45,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"320","Michigan",91,800,"LV",0,0.49,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"321","Michigan",46,918,"LV",0,0.469,0.505,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"322","Michigan",72,761,"LV",0,0.47,0.44,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"323","Michigan",54,1138,"LV",0,0.52,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"324","Michigan",47,1086,"LV",0,0.48,0.48,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"325","Michigan",50,993,"LV",0,0.46,0.45,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"326","Michigan",106,800,"RV",0,0.4645,0.475,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"327","Michigan",89,500,"RV",0,0.47,0.415,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"328","Michigan",74,600,"LV",0,0.455,0.465,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"329","Michigan",69,600,"LV",0,0.47,0.46,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"330","Michigan",71,600,"LV",0,0.435,0.447,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"331","Michigan",85,530,"LV",0,0.44,0.45,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"332","Michigan",77,741,"LV",0,0.476,0.454,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"333","Michigan",91,702,"LV",0,0.5195,0.4535,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"334","Michigan",62,931,"LV",0,0.47,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"335","Michigan",115,532,"RV",0,0.46,0.46,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"336","Michigan",106,1012,"RV",0,0.46,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"337","Michigan",105,400,"LV",0,0.45,0.45,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"338","Michigan",55,650,"LV",0,0.48,0.43,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"339","Michigan",67,1368,"LV",0,0.4919,0.4612,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"340","Michigan",65,822,"RV",0,0.484,0.476,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"341","Michigan",106,600,"LV",0,0.416,0.413,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"342","Michigan",104,706,"RV",0,0.52,0.405,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"343","Michigan",63,1077,"LV",0,0.5,0.49,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"344","Michigan",84,1093,"LV",0,0.475,0.455,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"345","Michigan",74,708,"LV",0,0.48,0.43,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"346","Michigan",111,650,"RV",0,0.41,0.46,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"347","Michigan",74,930,"LV",0,0.49,0.44,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"348","Michigan",97,771,"LV",0,0.41,0.42,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"349","Michigan",106,512,"LV",0,0.41,0.44,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"350","Michigan",92,619,"LV",0,0.49,0.445,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"351","Michigan",57,1297,"LV",0,0.5197,0.4446,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"352","Michigan",47,416,"LV",0,0.5,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"353","Michigan",51,875,"LV",0,0.5,0.491,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"354","Michigan",74,651,"LV",0,0.49,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"355","Michigan",69,1089,"LV",0,0.466,0.47,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"356","Michigan",47,400,"LV",0,0.51,0.45,"MI",0.483129085097135,0.497271099501323,15,"D",0.506,0.478,"R","R"
"357","Minnesota",4,2065,"LV",1.855367,0.4905,0.47,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"358","Minnesota",12,728,"LV",1.023433,0.51,0.43,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"359","Minnesota",3,450,"LV",0.8516576,0.51,0.44,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"360","Minnesota",8,534,"LV",0.7437444,0.483,0.429,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"361","Minnesota",12,959,"LV",0.6517532,0.5,0.47,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"362","Minnesota",20,1734,"LV",0.622733,0.477,0.451,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"363","Minnesota",35,1275,"LV",0.4692117,0.53,0.43,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"364","Minnesota",24,544,"LV",0.2768797,0.51,0.43,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"365","Minnesota",39,551,"LV",0.0586056,0.51,0.43,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"366","Minnesota",43,646,"LV",0,0.5,0.44,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"367","Minnesota",85,475,"LV",0,0.47,0.4,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"368","Minnesota",60,617,"LV",0,0.51,0.44,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"369","Minnesota",50,703,"LV",0,0.5,0.44,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"370","Minnesota",70,635,"LV",0,0.48,0.43,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"371","Minnesota",62,1616,"LV",0,0.488,0.446,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"372","Minnesota",97,538,"LV",0,0.46,0.41,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"373","Minnesota",67,501,"LV",0,0.5092,0.4428,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"374","Minnesota",106,1071,"RV",0,0.495,0.435,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"375","Minnesota",50,800,"LV",0,0.48,0.43,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"376","Minnesota",105,656,"LV",0,0.5,0.4,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"377","Minnesota",47,993,"LV",0,0.49,0.46,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"378","Minnesota",106,475,"LV",0,0.44,0.41,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"379","Minnesota",72,426,"LV",0,0.51,0.42,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"380","Minnesota",57,517,"LV",0,0.4956,0.43,"MN",0.509225488026749,0.466831391060628,10,"D",0.524,0.453,"D","D"
"381","Nevada",12,1010,"LV",1.341592,0.485,0.46,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"382","Nevada",6,840,"LV",1.041852,0.489,0.49,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"383","Nevada",2,707,"LV",0.9555414,0.4715,0.502,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"384","Nevada",4,782,"LV",0.9107906,0.4595,0.5145,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"385","Nevada",7,700,"LV",0.9096597,0.486,0.483,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"386","Nevada",11,773,"LV",0.8970109,0.49,0.48,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"387","Nevada",6,845,"LV",0.8703539,0.4695,0.5055,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"388","Nevada",11,721,"LV",0.8453314,0.49,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"389","Nevada",11,1083,"LV",0.8427612,0.4755,0.4845,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"390","Nevada",8,593,"LV",0.806987,0.49,0.48,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"391","Nevada",8,400,"LV",0.8039681,0.442,0.502,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"392","Nevada",4,792,"RV",0.7865115,0.494,0.495,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"393","Nevada",11,1082,"LV",0.6643261,0.478,0.476,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"394","Nevada",11,767,"LV",0.6326735,0.47,0.49,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"395","Nevada",17,800,"LV",0.5954146,0.477,0.479,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"396","Nevada",15,683,"LV",0.5939801,0.47,0.48,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"397","Nevada",24,1171,"LV",0.5518956,0.4825,0.4835,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"398","Nevada",33,1324,"LV",0.5244753,0.48,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"399","Nevada",8,690,"LV",0.4575264,0.47,0.48,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"400","Nevada",17,600,"LV",0.4254173,0.47,0.5,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"401","Nevada",35,933,"LV",0.4165831,0.51,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"402","Nevada",20,420,"LV",0.3643467,0.485,0.48,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"403","Nevada",31,900,"LV",0.3564776,0.492,0.481,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"404","Nevada",36,652,"LV",0.3493359,0.48,0.48,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"405","Nevada",28,600,"LV",0.318084,0.465,0.48,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"406","Nevada",11,531,"LV",0.3110226,0.47,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"407","Nevada",26,1088,"LV",0.2958662,0.456,0.448,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"408","Nevada",27,748,"LV",0.2669093,0.47,0.49,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"409","Nevada",30,496,"LV",0.2549461,0.49,0.45,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"410","Nevada",16,540,"LV",0.2358311,0.46,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"411","Nevada",30,800,"LV",0.207748,0.47,0.5,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"412","Nevada",20,529,"LV",0.191278,0.46,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"413","Nevada",24,838,"LV",0.1872814,0.47,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"414","Nevada",36,782,"LV",0.1656765,0.49,0.49,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"415","Nevada",38,600,"RV",0.1599588,0.425,0.48,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"416","Nevada",37,800,"LV",0.1183478,0.484,0.493,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"417","Nevada",39,514,"LV",0.080243,0.48,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"418","Nevada",42,500,"LV",0.0776417,0.45,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"419","Nevada",43,407,"LV",0.0371802,0.475,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"420","Nevada",43,736,"LV",0.0206594,0.4945,0.482,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"421","Nevada",90,350,"RV",0,0.48,0.42,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"422","Nevada",72,490,"LV",0,0.47,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"423","Nevada",91,1087,"LV",0,0.448,0.482,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"424","Nevada",68,800,"LV",0,0.465,0.479,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"425","Nevada",60,698,"LV",0,0.45,0.46,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"426","Nevada",47,409,"LV",0,0.48,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"427","Nevada",55,1079,"LV",0,0.453,0.435,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"428","Nevada",85,677,"LV",0,0.455,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"429","Nevada",51,895,"LV",0,0.488,0.49,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"430","Nevada",65,788,"RV",0,0.468,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"431","Nevada",97,470,"LV",0,0.4,0.4,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"432","Nevada",67,516,"LV",0,0.4758,0.4845,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"433","Nevada",47,516,"LV",0,0.51,0.445,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"434","Nevada",57,692,"LV",0,0.475,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"435","Nevada",57,474,"LV",0,0.5087,0.4653,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"436","Nevada",85,536,"LV",0,0.42,0.43,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"437","Nevada",74,760,"LV",0,0.49,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"438","Nevada",47,738,"LV",0,0.48,0.49,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"439","Nevada",94,991,"LV",0,0.492,0.436,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"440","Nevada",106,435,"LV",0,0.43,0.45,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"441","Nevada",102,403,"LV",0,0.435,0.475,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"442","Nevada",63,1038,"LV",0,0.504,0.4825,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"443","Nevada",74,626,"LV",0,0.48,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"444","Nevada",91,678,"LV",0,0.5075,0.4435,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"445","Nevada",50,600,"LV",0,0.47,0.44,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"446","Nevada",50,800,"LV",0,0.48,0.49,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"447","Nevada",113,800,"LV",0,0.4,0.5,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"448","Nevada",104,454,"RV",0,0.45,0.44,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"449","Nevada",105,400,"LV",0,0.45,0.46,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"450","Nevada",72,1168,"LV",0,0.494,0.488,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"451","Nevada",74,1026,"RV",0,0.49,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"452","Nevada",84,980,"LV",0,0.45,0.47,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"453","Nevada",50,652,"LV",0,0.45,0.45,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"454","Nevada",46,858,"LV",0,0.5055,0.477,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"455","Nevada",74,416,"LV",0,0.49,0.46,"NV",0.47493130572991,0.505916462379785,6,"D",0.501,0.477,"D","R"
"456","New Hampshire",8,2791,"LV",1.325673,0.51,0.46,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"457","New Hampshire",7,2814,"LV",1.091442,0.51,0.46,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"458","New Hampshire",15,915,"LV",0.8925924,0.509,0.472,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"459","New Hampshire",4,587,"LV",0.8242011,0.619,0.335,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"460","New Hampshire",12,901,"LV",0.6884198,0.48,0.47,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"461","New Hampshire",12,622,"RV",0.6606957,0.498,0.502,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"462","New Hampshire",26,600,"LV",0.5512163,0.5,0.43,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"463","New Hampshire",31,2211,"RV",0.3284939,0.585,0.377,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"464","New Hampshire",35,375,"LV",0.3201645,0.52,0.45,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"465","New Hampshire",34,600,"LV",0.256079,0.5,0.41,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"466","New Hampshire",35,2104,"LV",0.1665454,0.51,0.44,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"467","New Hampshire",105,2875,"LV",0,0.51,0.445,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"468","New Hampshire",102,1000,"RV",0,0.5005,0.445,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"469","New Hampshire",82,2048,"LV",0,0.51,0.45,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"470","New Hampshire",54,1695,"LV",0,0.54,0.43,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"471","New Hampshire",109,601,"RV",0,0.393,0.402,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"472","New Hampshire",55,2241,"LV",0,0.51,0.43,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"473","New Hampshire",84,1656,"RV",0,0.51,0.44,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"474","New Hampshire",104,2083,"RV",0,0.5,0.44,"NH",0.50652804086153,0.478732275887945,4,"D",0.527,0.454,"D","D"
"475","North Carolina",8,1010,"LV",1.430099,0.48,0.455,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"476","North Carolina",6,860,"LV",1.124239,0.493,0.497,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"477","North Carolina",2,1219,"LV",1.099746,0.4775,0.499,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"478","North Carolina",12,872,"LV",1.040865,0.48,0.495,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"479","North Carolina",4,1310,"LV",1.03309,0.4695,0.5045,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"480","North Carolina",6,1373,"LV",0.9743606,0.4685,0.507,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"481","North Carolina",13,853,"LV",0.9447862,0.47,0.47,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"482","North Carolina",12,1250,"LV",0.9388173,0.483,0.503,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"483","North Carolina",11,949,"LV",0.9354374,0.485,0.495,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"484","North Carolina",11,1665,"LV",0.9249296,0.487,0.484,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"485","North Carolina",19,1226,"LV",0.9062511,0.48,0.5,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"486","North Carolina",4,800,"LV",0.8712187,0.472,0.494,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"487","North Carolina",4,799,"RV",0.788059,0.489,0.505,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"488","North Carolina",19,1164,"RV",0.7776512,0.47,0.46,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"489","North Carolina",15,950,"LV",0.7547005,0.482,0.502,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"490","North Carolina",13,1056,"LV",0.7184166,0.474,0.492,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"491","North Carolina",20,650,"LV",0.7024302,0.45,0.47,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"492","North Carolina",11,1091,"LV",0.6656498,0.462,0.494,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"493","North Carolina",13,750,"LV",0.6547163,0.48,0.47,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"494","North Carolina",11,751,"LV",0.6230296,0.47,0.5,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"495","North Carolina",24,1674,"LV",0.5987775,0.5,0.488,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"496","North Carolina",33,1987,"LV",0.5678753,0.48,0.48,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"497","North Carolina",35,2308,"LV",0.5373209,0.48,0.5,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"498","North Carolina",8,1123,"LV",0.503545,0.47,0.48,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"499","North Carolina",17,800,"LV",0.4950587,0.468,0.487,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"500","North Carolina",24,600,"LV",0.4771444,0.466,0.472,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"501","North Carolina",26,1031,"LV",0.4724694,0.495,0.47,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"502","North Carolina",26,800,"RV",0.465466,0.46,0.46,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"503","North Carolina",36,965,"LV",0.3825102,0.47,0.5,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"504","North Carolina",20,702,"LV",0.343059,0.48,0.495,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
"505","North Carolina",31,1000,"LV",0.3359324,0.49,0.499,"NC",0.476453381307815,0.508571905836336,16,"R",0.486,0.499,"R","R"
